name,type,novel,bases,community,degree,betweenness,planet
Иван,onym,Сердце Змеи,1,214,0.005306603773584905,0.000391895598081119,Нейтр/Космос
Ефремов,onym,Сердце Змеи,1,214,0.005306603773584905,0.000391895598081119,Нейтр/Космос
Туманность,onym,Час Быка,1,214,0.003537735849056604,0.0015951492217678282,Нейтр/Космос
Андромеды,onym,Час Быка,1,214,0.0076650943396226415,0.0009820933458993895,Нейтр/Космос
Размах,onym,Туманность Андромеды,1,214,0.0029481132075471696,2.228511322629525e-05,Нейтр/Космос
Туманности,onym,Час Быка,1,214,0.005896226415094339,8.038005080426581e-05,Нейтр/Космос
Земли,onym,Сердце Змеи,1,24,0.004127358490566038,0.003861245616964435,Нейтр/Космос
Особенностью,onym,Туманность Андромеды,1,24,0.0005896226415094339,0.0,Нейтр/Космос
Глава,onym,Час Быка,1,564,0.0011792452830188679,0.0,Нейтр/Космос
Девушка,onym,Сердце Змеи,1,546,0.015919811320754717,0.003774641540587572,Нейтр/Космос
Товарищи,onym,Сердце Змеи,1,0,0.0023584905660377358,2.087159792953749e-06,Нейтр/Космос
Ужас,onym,Туманность Андромеды,1,0,0.001768867924528302,0.0,Нейтр/Космос
Эрг,onym,Туманность Андромеды,1,0,0.001768867924528302,0.0,Земля
Hoop,onym,Туманность Андромеды,1,0,0.001768867924528302,0.0,Нейтр/Космос
Альграб,onym,Туманность Андромеды,1,1,0.0,0.0,Нейтр/Космос
Б-7336-С+87-А.,onym,Туманность Андромеды,1,2,0.0,0.0,Нейтр/Космос
Земле,onym,Сердце Змеи,1,3,0.001768867924528302,9.044359102799578e-06,Нейтр/Космос
Руки,onym,Туманность Андромеды,1,4,0.0011792452830188679,0.0,Нейтр/Космос
Низа,onym,Туманность Андромеды,1,4,0.001768867924528302,3.4785996549229144e-07,Нейтр/Космос
Крит,onym,Туманность Андромеды,1,4,0.001768867924528302,3.4785996549229144e-07,Нейтр/Космос
Ноором,onym,Туманность Андромеды,1,4,0.0011792452830188679,0.0,Земля
Низы,onym,Туманность Андромеды,1,5,0.0005896226415094339,0.0,Нейтр/Космос
Успею,onym,Туманность Андромеды,1,5,0.0005896226415094339,0.0,Нейтр/Космос
Звездолет,onym,Сердце Змеи,1,290,0.001768867924528302,0.00401986976122892,Нейтр/Космос
Рисунки,onym,Туманность Андромеды,1,290,0.0011792452830188679,0.0,Нейтр/Космос
Планета,onym,Час Быка,1,290,0.001768867924528302,0.0035954806033283242,Нейтр/Космос
Эрга,onym,Туманность Андромеды,1,6,0.001768867924528302,0.0,Земля
Ноора,onym,Туманность Андромеды,1,6,0.001768867924528302,0.0,Земля
Начальник,onym,Час Быка,1,546,0.01474056603773585,0.0007042104611070645,Нейтр/Космос
Тантра,onym,Туманность Андромеды,1,6,0.001768867924528302,0.0,Нейтр/Космос
Тантру,onym,Туманность Андромеды,1,7,0.0,0.0,Нейтр/Космос
Волла,onym,Туманность Андромеды,1,8,0.001768867924528302,0.0,Нейтр/Космос
Хода,onym,Туманность Андромеды,1,8,0.001768867924528302,0.0,Нейтр/Космос
Гибель,onym,Туманность Андромеды,1,8,0.0029481132075471696,0.00018450492569711217,Нейтр/Космос
Альграба,onym,Туманность Андромеды,1,8,0.003537735849056604,0.00028417840114283965,Нейтр/Космос
Змееносца,onym,Туманность Андромеды,1,8,0.0047169811320754715,0.00037501623346505695,Нейтр/Космос
Зирда,onym,Туманность Андромеды,1,8,0.0047169811320754715,0.00037501623346505695,Нейтр/Космос
Землей,onym,Час Быка,1,8,0.005306603773584905,0.0011001187362015491,Нейтр/Космос
Кольцу,onym,Час Быка,1,8,0.0047169811320754715,0.0004689152334836089,Нейтр/Космос
Долг,onym,Туманность Андромеды,1,8,0.004127358490566038,3.2466930112613875e-06,Нейтр/Космос
Зирде,onym,Туманность Андромеды,1,8,0.004127358490566038,3.2466930112613875e-06,Нейтр/Космос
Кольца,onym,Час Быка,1,8,0.005896226415094339,0.0038945242203298654,Нейтр/Космос
Запас,onym,Туманность Андромеды,1,8,0.001768867924528302,0.0,Нейтр/Космос
К22Н-88,onym,Туманность Андромеды,1,9,0.0005896226415094339,0.0,Нейтр/Космос
Диски,onym,Туманность Андромеды,1,9,0.0005896226415094339,0.0,Нейтр/Космос
Фильтры,onym,Туманность Андромеды,1,10,0.0,0.0,Нейтр/Космос
Солнца,onym,Сердце Змеи,1,214,0.0011792452830188679,0.005284980627125265,Нейтр/Космос
Земля,onym,Сердце Змеи,1,214,0.005896226415094339,0.00514908425177593,Земля
Луна,onym,Туманность Андромеды,1,11,0.0011792452830188679,0.0,Нейтр/Космос
Тантры,onym,Туманность Андромеды,1,11,0.0011792452830188679,0.0,Нейтр/Космос
Дежурила,onym,Туманность Андромеды,1,11,0.0011792452830188679,0.0,Нейтр/Космос
Астроном,onym,Туманность Андромеды,1,12,0.001768867924528302,0.0,Нейтр/Космос
Пур,onym,Туманность Андромеды,1,12,0.001768867924528302,0.0,Нейтр/Космос
Хисс,onym,Туманность Андромеды,1,12,0.001768867924528302,0.0,Нейтр/Космос
Ряды,onym,Туманность Андромеды,1,12,0.001768867924528302,0.0,Нейтр/Космос
Зирды,onym,Туманность Андромеды,1,13,0.0,0.0,Нейтр/Космос
Станция,onym,Туманность Андромеды,1,546,0.0005896226415094339,0.0,Нейтр/Космос
Совета,onym,Час Быка,1,546,0.026533018867924526,0.00108564199440063,Нейтр/Космос
Облет,onym,Туманность Андромеды,1,546,0.0005896226415094339,0.0,Нейтр/Космос
Температура,onym,Туманность Андромеды,1,14,0.0005896226415094339,0.0,Нейтр/Космос
Астрономы,onym,Туманность Андромеды,1,14,0.0011792452830188679,2.087159792953749e-06,Нейтр/Космос
Материки,onym,Туманность Андромеды,1,14,0.0011792452830188679,2.7828797239383316e-06,Нейтр/Космос
Состав,onym,Туманность Андромеды,1,14,0.0011792452830188679,2.087159792953749e-06,Нейтр/Космос
Ионизация,onym,Туманность Андромеды,1,14,0.0005896226415094339,0.0,Нейтр/Космос
Крыло,onym,Туманность Андромеды,1,15,0.0005896226415094339,0.0,Нейтр/Космос
Заросли,onym,Туманность Андромеды,1,15,0.0005896226415094339,0.0,Нейтр/Космос
Эон,onym,Туманность Андромеды,1,16,0.0005896226415094339,0.0,Нейтр/Космос
Тал,onym,Туманность Андромеды,1,16,0.0005896226415094339,0.0,Нейтр/Космос
Столетия,onym,Туманность Андромеды,1,17,0.0,0.0,Нейтр/Космос
Совет,onym,Час Быка,1,191,0.003537735849056604,0.017765208437691325,Нейтр/Космос
Звезда,onym,Час Быка,1,191,0.0029481132075471696,0.00023515333667278903,Нейтр/Космос
Дельта,onym,Туманность Андромеды,1,191,0.0023584905660377358,0.0,Нейтр/Космос
Ворона,onym,Туманность Андромеды,1,191,0.0023584905660377358,0.0,Нейтр/Космос
Биолог,onym,Час Быка,1,546,0.027712264150943394,0.018262499902128793,Нейтр/Космос
Совету,onym,Час Быка,1,191,0.003537735849056604,0.017525301014823476,Нейтр/Космос
Альграбом,onym,Туманность Андромеды,1,18,0.0005896226415094339,0.0,Нейтр/Космос
Низу,onym,Туманность Андромеды,1,18,0.0011792452830188679,6.957199309845829e-07,Нейтр/Космос
Девочка,onym,Туманность Андромеды,1,18,0.0005896226415094339,0.0,Нейтр/Космос
Эргу,onym,Туманность Андромеды,1,19,0.0005896226415094339,0.0,Земля
Ноору,onym,Туманность Андромеды,1,19,0.0005896226415094339,0.0,Земля
Скорпионе,onym,Туманность Андромеды,1,654,0.0005896226415094339,0.0,Нейтр/Космос
Змее,onym,Туманность Андромеды,1,654,0.0011792452830188679,5.565759447876663e-06,Нейтр/Космос
Скорость,onym,Час Быка,1,654,0.0029481132075471696,1.669727834362999e-05,Нейтр/Космос
Остановка,onym,Туманность Андромеды,1,20,0.0,0.0,Нейтр/Космос
Действие,onym,Туманность Андромеды,1,21,0.0,0.0,Нейтр/Космос
Покой,onym,Туманность Андромеды,1,22,0.0,0.0,Нейтр/Космос
Низе,onym,Туманность Андромеды,1,23,0.0005896226415094339,0.0,Нейтр/Космос
Спутники,onym,Час Быка,1,23,0.0005896226415094339,0.0,Нейтр/Космос
Галактики,onym,Сердце Змеи,1,24,0.0023584905660377358,0.002080202593643903,Нейтр/Космос
Лебедя,onym,Туманность Андромеды,1,24,0.0023584905660377358,0.0007012856904324595,Нейтр/Космос
Киля,onym,Туманность Андромеды,1,24,0.001768867924528302,0.0,Нейтр/Космос
Корабля,onym,Туманность Андромеды,1,24,0.001768867924528302,0.0,Нейтр/Космос
Тантре,onym,Туманность Андромеды,1,24,0.001768867924528302,0.0,Нейтр/Космос
Сообщения,onym,Туманность Андромеды,1,25,0.0,0.0,Нейтр/Космос
Веда,onym,Туманность Андромеды,1,26,0.0005896226415094339,0.0,Земля
Конг,onym,Туманность Андромеды,1,26,0.0005896226415094339,0.0,Земля
Советом,onym,Час Быка,1,556,0.0005896226415094339,0.0,Нейтр/Космос
Землю,onym,Сердце Змеи,1,556,0.0023584905660377358,2.3654477653475818e-05,Нейтр/Космос
Ступенчатой,onym,Туманность Андромеды,1,27,0.0011792452830188679,0.0,Нейтр/Космос
Лиры,onym,Туманность Андромеды,1,27,0.0011792452830188679,0.0,Нейтр/Космос
Парус,onym,Туманность Андромеды,1,27,0.0029481132075471696,6.9571993098458285e-06,Нейтр/Космос
Целью,onym,Туманность Андромеды,1,27,0.0023584905660377358,1.3914398619691658e-06,Нейтр/Космос
Веги,onym,Туманность Андромеды,1,27,0.0023584905660377358,1.3914398619691658e-06,Нейтр/Космос
Альфы,onym,Туманность Андромеды,1,27,0.0023584905660377358,1.3914398619691658e-06,Нейтр/Космос
Вега,onym,Туманность Андромеды,1,27,0.0023584905660377358,4.174319585907498e-06,Нейтр/Космос
Причина,onym,Туманность Андромеды,1,27,0.0005896226415094339,0.0,Нейтр/Космос
Сообщение,onym,Час Быка,1,28,0.001768867924528302,1.6233465056306931e-06,Нейтр/Космос
Паруса,onym,Туманность Андромеды,1,29,0.0005896226415094339,0.0,Нейтр/Космос
Корабль,onym,Туманность Андромеды,1,29,0.0005896226415094339,0.0,Нейтр/Космос
Веге,onym,Туманность Андромеды,1,30,0.0,0.0,Нейтр/Космос
Геркулеса,onym,Сердце Змеи,1,546,0.0076650943396226415,0.007325944018754177,Нейтр/Космос
Анти,onym,Туманность Андромеды,1,31,0.0029481132075471696,0.0001241819247723682,Нейтр/Космос
Тья,onym,Туманность Андромеды,1,31,0.003537735849056604,0.0005198928088646813,Нейтр/Космос
Врачи,onym,Туманность Андромеды,1,31,0.003537735849056604,0.0005198928088646813,Нейтр/Космос
Теты,onym,Туманность Андромеды,1,31,0.0029481132075471696,1.0749331247236829e-05,Нейтр/Космос
Волка,onym,Туманность Андромеды,1,31,0.0029481132075471696,1.0749331247236829e-05,Нейтр/Космос
Солнцу,onym,Час Быка,1,31,0.003537735849056604,0.0008818556990098814,Нейтр/Космос
Экспедиция,onym,Час Быка,1,31,0.001768867924528302,0.0007248525110339996,Нейтр/Космос
Известие,onym,Туманность Андромеды,1,32,0.0011792452830188679,0.0,Нейтр/Космос
Лума,onym,Туманность Андромеды,1,32,0.001768867924528302,3.4785996549229144e-07,Нейтр/Космос
Ласви,onym,Туманность Андромеды,1,32,0.001768867924528302,3.4785996549229144e-07,Нейтр/Космос
Вспомним,onym,Туманность Андромеды,1,32,0.0011792452830188679,0.0,Нейтр/Космос
Таков,onym,Туманность Андромеды,1,71,0.0005896226415094339,0.0,Нейтр/Космос
Звездолеты,onym,Час Быка,1,71,0.0023584905660377358,1.7392998274614572e-05,Нейтр/Космос
Конструкция,onym,Туманность Андромеды,1,71,0.0005896226415094339,0.0,Нейтр/Космос
Передачи,onym,Туманность Андромеды,1,33,0.0,0.0,Нейтр/Космос
Солнцем,onym,Час Быка,1,34,0.0005896226415094339,0.0,Нейтр/Космос
Тантрой,onym,Туманность Андромеды,1,34,0.0005896226415094339,0.0,Нейтр/Космос
Пел,onym,Туманность Андромеды,1,547,0.0047169811320754715,0.0,Нейтр/Космос
Лин,onym,Туманность Андромеды,1,547,0.0047169811320754715,0.0,Нейтр/Космос
Ингрид,onym,Туманность Андромеды,1,547,0.005306603773584905,6.579522775882724e-05,Нейтр/Космос
Дитра,onym,Туманность Андромеды,1,547,0.005306603773584905,6.579522775882724e-05,Нейтр/Космос
Кэй,onym,Туманность Андромеды,1,547,0.005306603773584905,6.579522775882724e-05,Нейтр/Космос
Бэр,onym,Туманность Андромеды,1,547,0.005306603773584905,6.579522775882724e-05,Нейтр/Космос
Пела,onym,Туманность Андромеды,1,547,0.005306603773584905,6.579522775882724e-05,Нейтр/Космос
Лина,onym,Туманность Андромеды,1,547,0.005306603773584905,6.579522775882724e-05,Нейтр/Космос
Бэром,onym,Туманность Андромеды,1,547,0.005306603773584905,6.579522775882724e-05,Нейтр/Космос
Зирдой,onym,Час Быка,1,547,0.005896226415094339,0.0025226804697500976,Нейтр/Космос
Центавра,onym,Сердце Змеи,1,85,0.006485849056603773,0.0027301789391662493,Нейтр/Космос
Пелу,onym,Туманность Андромеды,1,35,0.0005896226415094339,0.0,Нейтр/Космос
Лину,onym,Туманность Андромеды,1,35,0.0005896226415094339,0.0,Нейтр/Космос
Курс,onym,Туманность Андромеды,1,36,0.0005896226415094339,0.0,Нейтр/Космос
Экраны,onym,Туманность Андромеды,1,36,0.0005896226415094339,0.0,Нейтр/Космос
Напряжение,onym,Туманность Андромеды,1,37,0.0,0.0,Нейтр/Космос
Тритона,onym,Туманность Андромеды,1,38,0.001768867924528302,0.0,Нейтр/Космос
Тритоне,onym,Туманность Андромеды,1,38,0.001768867924528302,0.0,Нейтр/Космос
Нептуна,onym,Туманность Андромеды,1,38,0.001768867924528302,0.0,Нейтр/Космос
Тритон,onym,Туманность Андромеды,1,38,0.001768867924528302,0.0,Нейтр/Космос
Тональность,onym,Туманность Андромеды,1,39,0.0005896226415094339,0.0,Нейтр/Космос
Бэра,onym,Туманность Андромеды,1,39,0.0005896226415094339,0.0,Нейтр/Космос
Астронавигатор,onym,Сердце Змеи,1,546,0.02122641509433962,0.013198952910794554,Нейтр/Космос
Судьба,onym,Туманность Андромеды,1,546,0.0005896226415094339,0.0,Нейтр/Космос
Звонок,onym,Туманность Андромеды,1,40,0.0,0.0,Нейтр/Космос
Поле,onym,Туманность Андромеды,1,41,0.0,0.0,Нейтр/Космос
Удары,onym,Туманность Андромеды,1,42,0.0011792452830188679,0.0,Нейтр/Космос
Раскачивание,onym,Туманность Андромеды,1,42,0.0011792452830188679,0.0,Нейтр/Космос
Стерженьки,onym,Туманность Андромеды,1,42,0.0011792452830188679,0.0,Нейтр/Космос
Кчастиц[4,onym,Туманность Андромеды,1,43,0.0,0.0,Нейтр/Космос
Взгляд,onym,Час Быка,1,44,0.003537735849056604,0.00023515333667278903,Нейтр/Космос
Эпсилон,onym,Сердце Змеи,1,44,0.0047169811320754715,0.012769800189235824,Нейтр/Космос
Тукана,onym,Туманность Андромеды,1,44,0.003537735849056604,5.565759447876663e-07,Нейтр/Космос
Заведующий,onym,Туманность Андромеды,1,44,0.003537735849056604,5.565759447876663e-07,Нейтр/Космос
Дар,onym,Туманность Андромеды,1,44,0.004127358490566038,0.004469861412589761,Нейтр/Космос
Ветер,onym,Час Быка,1,44,0.004127358490566038,0.004469861412589761,Нейтр/Космос
Дороги,onym,Час Быка,1,44,0.004127358490566038,0.004520788111537833,Нейтр/Космос
Утром,onym,Туманность Андромеды,1,44,0.003537735849056604,0.013906049980519843,Нейтр/Космос
Мвен,onym,Туманность Андромеды,1,44,0.001768867924528302,0.0,Земля
Мас,onym,Туманность Андромеды,1,44,0.001768867924528302,0.0,Земля
Звездоплавания,onym,Час Быка,1,44,0.005896226415094339,0.015350364557243836,Нейтр/Космос
Эвда,onym,Туманность Андромеды,1,45,0.0005896226415094339,0.0,Нейтр/Космос
Наль,onym,Туманность Андромеды,1,45,0.0005896226415094339,0.0,Нейтр/Космос
Веды,onym,Туманность Андромеды,1,46,0.0011792452830188679,0.0,Нейтр/Космос
Вектор,onym,Туманность Андромеды,1,46,0.0011792452830188679,0.0,Нейтр/Космос
Поворотом,onym,Туманность Андромеды,1,46,0.0029481132075471696,4.174319585907498e-06,Нейтр/Космос
Циферблат,onym,Туманность Андромеды,1,46,0.001768867924528302,0.0,Нейтр/Космос
Ветра,onym,Туманность Андромеды,1,46,0.001768867924528302,0.0,Нейтр/Космос
Передача,onym,Туманность Андромеды,1,46,0.001768867924528302,0.0,Нейтр/Космос
Прибор,onym,Туманность Андромеды,1,47,0.0,0.0,Нейтр/Космос
Помощник,onym,Сердце Змеи,1,48,0.0,0.0,Нейтр/Космос
Экран,onym,Час Быка,1,49,0.0005896226415094339,0.0,Нейтр/Космос
Женщина,onym,Час Быка,1,50,0.001768867924528302,2.7828797239383316e-06,Нейтр/Космос
Ухо,onym,Туманность Андромеды,1,50,0.0011792452830188679,0.0,Нейтр/Космос
Храбрая,onym,Туманность Андромеды,1,50,0.0011792452830188679,0.0,Нейтр/Космос
Черты,onym,Туманность Андромеды,1,51,0.0,0.0,Нейтр/Космос
Эры,onym,Час Быка,1,52,0.0029481132075471696,3.3858369974583034e-05,Нейтр/Космос
Вселенной,onym,Сердце Змеи,1,52,0.0023584905660377358,3.130739689430623e-05,Нейтр/Космос
Созвездие,onym,Туманность Андромеды,1,52,0.001768867924528302,0.0,Нейтр/Космос
Единорога,onym,Туманность Андромеды,1,52,0.001768867924528302,0.0,Нейтр/Космос
Росс,onym,Туманность Андромеды,1,52,0.0029481132075471696,1.669727834362999e-05,Нейтр/Космос
Юнием,onym,Туманность Андромеды,1,52,0.0011792452830188679,0.0,Нейтр/Космос
Антом,onym,Туманность Андромеды,1,52,0.0011792452830188679,0.0,Нейтр/Космос
Лампы,onym,Туманность Андромеды,1,53,0.0,0.0,Нейтр/Космос
Лекцию,onym,Туманность Андромеды,1,54,0.0,0.0,Нейтр/Космос
Ант,onym,Туманность Андромеды,1,55,0.0011792452830188679,0.0,Нейтр/Космос
Мвену,onym,Туманность Андромеды,1,55,0.0011792452830188679,0.0,Земля
Масу,onym,Туманность Андромеды,1,55,0.0011792452830188679,0.0,Земля
Хотела,onym,Туманность Андромеды,1,56,0.0,0.0,Нейтр/Космос
Прием,onym,Туманность Андромеды,1,57,0.0,0.0,Нейтр/Космос
Венеры,onym,Сердце Змеи,1,85,0.005306603773584905,7.768872562661176e-06,Нейтр/Космос
Ветру,onym,Туманность Андромеды,1,58,0.0005896226415094339,0.0,Нейтр/Космос
Друзья,onym,Туманность Андромеды,1,58,0.0005896226415094339,0.0,Нейтр/Космос
Пора,onym,Сердце Змеи,1,72,0.0023584905660377358,1.0435798964768744e-05,Нейтр/Космос
Кольцо,onym,Час Быка,1,72,0.0023584905660377358,1.3914398619691657e-05,Нейтр/Космос
Веду,onym,Туманность Андромеды,1,72,0.0011792452830188679,0.0,Нейтр/Космос
Мвена,onym,Туманность Андромеды,1,59,0.0005896226415094339,0.0,Земля
Маса,onym,Туманность Андромеды,1,59,0.0005896226415094339,0.0,Земля
Представители,onym,Туманность Андромеды,1,60,0.0,0.0,Нейтр/Космос
Звон,onym,Туманность Андромеды,1,61,0.0005896226415094339,0.0,Нейтр/Космос
Стена,onym,Туманность Андромеды,1,61,0.001768867924528302,1.3914398619691658e-06,Нейтр/Космос
Африки,onym,Туманность Андромеды,1,61,0.0011792452830188679,0.0,Нейтр/Космос
Кению,onym,Туманность Андромеды,1,61,0.0011792452830188679,0.0,Нейтр/Космос
Кения,onym,Туманность Андромеды,1,62,0.0005896226415094339,0.0,Нейтр/Космос
Африке,onym,Туманность Андромеды,1,62,0.0005896226415094339,0.0,Нейтр/Космос
Гур,onym,Туманность Андромеды,1,63,0.0005896226415094339,0.0,Нейтр/Космос
Ган,onym,Туманность Андромеды,1,63,0.0005896226415094339,0.0,Нейтр/Космос
Мира,onym,Час Быка,1,52,0.0029481132075471696,2.3422571009814295e-05,Нейтр/Космос
Капитализма,onym,Туманность Андромеды,1,52,0.0011792452830188679,1.669727834362999e-05,Нейтр/Космос
Развитие,onym,Сердце Змеи,1,52,0.0011792452830188679,9.044359102799578e-06,Нейтр/Космос
Расщепления,onym,Туманность Андромеды,1,52,0.0005896226415094339,0.0,Нейтр/Космос
Борьба,onym,Туманность Андромеды,1,64,0.0005896226415094339,0.0,Нейтр/Космос
Открытие,onym,Туманность Андромеды,1,64,0.0011792452830188679,1.3914398619691658e-06,Нейтр/Космос
Переустройство,onym,Туманность Андромеды,1,64,0.0011792452830188679,1.3914398619691658e-06,Нейтр/Космос
Искоренение,onym,Туманность Андромеды,1,64,0.0005896226415094339,0.0,Нейтр/Космос
Эра,onym,Час Быка,1,65,0.005306603773584905,7.652919240830411e-06,Нейтр/Космос
Воссоединения,onym,Час Быка,1,65,0.005896226415094339,1.3914398619691657e-05,Нейтр/Космос
Союза,onym,Туманность Андромеды,1,65,0.005306603773584905,4.969428078461306e-07,Нейтр/Космос
Стран,onym,Туманность Андромеды,1,65,0.005306603773584905,4.969428078461306e-07,Нейтр/Космос
Языков,onym,Туманность Андромеды,1,65,0.005306603773584905,4.969428078461306e-07,Нейтр/Космос
Борьбы,onym,Туманность Андромеды,1,65,0.005306603773584905,4.969428078461306e-07,Нейтр/Космос
Энергию,onym,Туманность Андромеды,1,65,0.005306603773584905,4.969428078461306e-07,Нейтр/Космос
Языка,onym,Туманность Андромеды,1,65,0.005306603773584905,4.969428078461306e-07,Нейтр/Космос
Власть,onym,Туманность Андромеды,1,65,0.005306603773584905,4.969428078461306e-07,Нейтр/Космос
Писатели,onym,Туманность Андромеды,1,65,0.004127358490566038,0.0,Нейтр/Космос
Труд,onym,Туманность Андромеды,1,66,0.0,0.0,Нейтр/Космос
Искусство,onym,Туманность Андромеды,1,67,0.004127358490566038,0.0,Нейтр/Космос
Труда,onym,Туманность Андромеды,1,67,0.004127358490566038,0.0,Нейтр/Космос
Упрощения,onym,Туманность Андромеды,1,67,0.0047169811320754715,7.699300569562801e-05,Нейтр/Космос
Вещей,onym,Туманность Андромеды,1,67,0.0047169811320754715,7.699300569562801e-05,Нейтр/Космос
Переустройства,onym,Туманность Андромеды,1,67,0.0047169811320754715,7.699300569562801e-05,Нейтр/Космос
Изобилия,onym,Туманность Андромеды,1,67,0.0047169811320754715,7.699300569562801e-05,Нейтр/Космос
Космоса,onym,Туманность Андромеды,1,67,0.0047169811320754715,7.699300569562801e-05,Нейтр/Космос
Изобретение,onym,Туманность Андромеды,1,67,0.0047169811320754715,7.699300569562801e-05,Нейтр/Космос
Техника,onym,Туманность Андромеды,1,67,0.004127358490566038,0.0018422663772471755,Нейтр/Космос
Человек,onym,Час Быка,1,85,0.0029481132075471696,0.002066288195024211,Нейтр/Космос
Человечество,onym,Сердце Змеи,1,556,0.0023584905660377358,1.2522958757722492e-05,Нейтр/Космос
Пределов,onym,Туманность Андромеды,1,68,0.0,0.0,Нейтр/Космос
Дорога,onym,Туманность Андромеды,1,69,0.0011792452830188679,0.0,Нейтр/Космос
Дороге,onym,Туманность Андромеды,1,69,0.0011792452830188679,0.0,Нейтр/Космос
Сотни,onym,Туманность Андромеды,1,69,0.0011792452830188679,0.0,Нейтр/Космос
Вода,onym,Туманность Андромеды,1,70,0.0,0.0,Нейтр/Космос
Антарктиду,onym,Туманность Андромеды,1,24,0.001768867924528302,0.0,Нейтр/Космос
Дорогу,onym,Туманность Андромеды,1,24,0.001768867924528302,0.0,Нейтр/Космос
Азии,onym,Час Быка,1,24,0.0029481132075471696,0.0007012856904324595,Нейтр/Космос
Возможности,onym,Туманность Андромеды,1,24,0.001768867924528302,0.0,Нейтр/Космос
Эру,onym,Час Быка,1,71,0.003537735849056604,1.669727834362999e-05,Нейтр/Космос
Академией,onym,Туманность Андромеды,1,71,0.0011792452830188679,0.0,Нейтр/Космос
Излучений,onym,Туманность Андромеды,1,71,0.0011792452830188679,0.0,Нейтр/Космос
Ученый,onym,Час Быка,1,72,0.0011792452830188679,0.0,Нейтр/Космос
Кам,onym,Час Быка,1,72,0.0029481132075471696,1.1479378861245618e-05,Нейтр/Космос
Амат,onym,Туманность Андромеды,1,72,0.0011792452830188679,0.0,Нейтр/Космос
Надпись,onym,Час Быка,1,73,0.0029481132075471696,2.7828797239383316e-06,Нейтр/Космос
Каму,onym,Туманность Андромеды,1,73,0.0023584905660377358,0.0,Нейтр/Космос
Амату,onym,Туманность Андромеды,1,73,0.0023584905660377358,0.0,Нейтр/Космос
Привет,onym,Туманность Андромеды,1,73,0.0023584905660377358,0.0,Нейтр/Космос
Язык,onym,Час Быка,1,73,0.0023584905660377358,0.0,Нейтр/Космос
Денеба,onym,Туманность Андромеды,1,74,0.0005896226415094339,0.0,Нейтр/Космос
Лебеде,onym,Час Быка,1,74,0.0011792452830188679,6.957199309845829e-07,Нейтр/Космос
Академию,onym,Час Быка,1,327,0.0029481132075471696,5.6651480094458885e-06,Нейтр/Космос
Знания,onym,Туманность Андромеды,1,327,0.0005896226415094339,0.0,Нейтр/Космос
Кольце,onym,Час Быка,1,71,0.003537735849056604,1.5537745125322355e-05,Нейтр/Космос
Голос,onym,Туманность Андромеды,1,71,0.0005896226415094339,0.0,Нейтр/Космос
Луч,onym,Туманность Андромеды,1,75,0.0,0.0,Нейтр/Космос
Заф,onym,Туманность Андромеды,1,76,0.0005896226415094339,0.0,Нейтр/Космос
Фтет,onym,Туманность Андромеды,1,76,0.0005896226415094339,0.0,Нейтр/Космос
Юпитера,onym,Сердце Змеи,1,85,0.0076650943396226415,0.01119233641305356,Нейтр/Космос
Сатурна,onym,Час Быка,1,85,0.0023584905660377358,0.0004689152334836089,Нейтр/Космос
Солнце,onym,Сердце Змеи,1,85,0.003537735849056604,0.012371987532698837,Нейтр/Космос
Веде,onym,Туманность Андромеды,1,77,0.0,0.0,Нейтр/Космос
Юний,onym,Туманность Андромеды,1,78,0.0,0.0,Нейтр/Космос
Академии,onym,Туманность Андромеды,1,79,0.0,0.0,Нейтр/Космос
Зрелище,onym,Туманность Андромеды,1,80,0.0,0.0,Нейтр/Космос
Отблески,onym,Туманность Андромеды,1,81,0.0005896226415094339,0.0,Нейтр/Космос
Волны,onym,Туманность Андромеды,1,81,0.0005896226415094339,0.0,Нейтр/Космос
Внимание,onym,Туманность Андромеды,1,545,0.0005896226415094339,0.0,Нейтр/Космос
Америки,onym,Час Быка,1,545,0.001768867924528302,1.3914398619691658e-06,Нейтр/Космос
Юнию,onym,Туманность Андромеды,1,82,0.0011792452830188679,0.0,Нейтр/Космос
Анту,onym,Туманность Андромеды,1,82,0.0011792452830188679,0.0,Нейтр/Космос
Цепь,onym,Туманность Андромеды,1,82,0.0011792452830188679,0.0,Нейтр/Космос
Изображение,onym,Час Быка,1,50,0.0005896226415094339,0.0,Нейтр/Космос
Мужчина,onym,Час Быка,1,50,0.0011792452830188679,2.087159792953749e-06,Нейтр/Космос
Люди,onym,Сердце Змеи,1,24,0.0011792452830188679,0.0,Нейтр/Космос
Танец,onym,Туманность Андромеды,1,83,0.0005896226415094339,0.0,Нейтр/Космос
Потолка,onym,Туманность Андромеды,1,83,0.0011792452830188679,6.957199309845829e-07,Нейтр/Космос
Сочетание,onym,Час Быка,1,83,0.0005896226415094339,0.0,Нейтр/Космос
Эридана,onym,Сердце Змеи,1,85,0.006485849056603773,0.00023532726665553516,Нейтр/Космос
Система,onym,Туманность Андромеды,1,85,0.0005896226415094339,0.0,Нейтр/Космос
Губы,onym,Туманность Андромеды,1,84,0.0,0.0,Нейтр/Космос
Выключение,onym,Туманность Андромеды,1,85,0.0005896226415094339,0.0,Нейтр/Космос
Часть,onym,Час Быка,1,85,0.003537735849056604,0.002517114710302221,Нейтр/Космос
