name,type,novel,bases,community,degree,betweenness,planet
Парусе,onym,Туманность Андромеды,1,127,0.0005896226415094339,0.0,Нейтр/Космос
Телефон,onym,Туманность Андромеды,1,127,0.0005896226415094339,0.0,Нейтр/Космос
Мрак,onym,Туманность Андромеды,1,128,0.0005896226415094339,0.0,Нейтр/Космос
Огоньки,onym,Туманность Андромеды,1,128,0.0011792452830188679,6.957199309845829e-07,Нейтр/Космос
Звездочки,onym,Туманность Андромеды,1,128,0.0005896226415094339,0.0,Нейтр/Космос
Башенка,onym,Туманность Андромеды,1,129,0.0,0.0,Нейтр/Космос
Реакция,onym,Туманность Андромеды,1,130,0.0,0.0,Нейтр/Космос
Видов,onym,Туманность Андромеды,1,131,0.0,0.0,Нейтр/Космос
Существо,onym,Туманность Андромеды,1,132,0.0,0.0,Нейтр/Космос
Буря,onym,Туманность Андромеды,1,133,0.0,0.0,Нейтр/Космос
Защита,onym,Туманность Андромеды,1,134,0.0011792452830188679,0.0,Нейтр/Космос
Ценой,onym,Туманность Андромеды,1,134,0.0011792452830188679,0.0,Нейтр/Космос
Микрофоны,onym,Туманность Андромеды,1,134,0.0029481132075471696,9.740079033784161e-06,Нейтр/Космос
Фильм,onym,Туманность Андромеды,1,134,0.0023584905660377358,6.957199309845829e-07,Нейтр/Космос
Шли,onym,Туманность Андромеды,1,134,0.0029481132075471696,4.522179551399789e-06,Нейтр/Космос
Посейдона,onym,Туманность Андромеды,1,134,0.0029481132075471696,4.522179551399789e-06,Нейтр/Космос
Прыжки,onym,Туманность Андромеды,1,134,0.0023584905660377358,6.957199309845828e-07,Нейтр/Космос
Тысячи,onym,Час Быка,1,134,0.0029481132075471696,9.740079033784161e-06,Нейтр/Космос
Кровь,onym,Туманность Андромеды,1,135,0.0,0.0,Нейтр/Космос
Нажим,onym,Туманность Андромеды,1,136,0.0,0.0,Нейтр/Космос
Краны,onym,Туманность Андромеды,1,137,0.0005896226415094339,0.0,Нейтр/Космос
Победа,onym,Туманность Андромеды,1,137,0.0011792452830188679,6.957199309845829e-07,Нейтр/Космос
Спиралодиск,onym,Туманность Андромеды,1,137,0.0005896226415094339,0.0,Нейтр/Космос
Парусу,onym,Туманность Андромеды,1,138,0.0,0.0,Нейтр/Космос
Крик,onym,Туманность Андромеды,1,139,0.0,0.0,Нейтр/Космос
Основание,onym,Туманность Андромеды,1,140,0.0,0.0,Нейтр/Космос
Низой,onym,Туманность Андромеды,1,141,0.0011792452830188679,0.0,Нейтр/Космос
Признаков,onym,Туманность Андромеды,1,141,0.001768867924528302,3.4785996549229144e-07,Нейтр/Космос
Чудовище,onym,Туманность Андромеды,1,141,0.001768867924528302,3.4785996549229144e-07,Нейтр/Космос
Луме,onym,Туманность Андромеды,1,141,0.0011792452830188679,0.0,Нейтр/Космос
Пушку,onym,Туманность Андромеды,1,113,0.0005896226415094339,0.0,Нейтр/Космос
Робот,onym,Час Быка,1,113,0.001768867924528302,3.4785996549229142e-06,Нейтр/Космос
Куски,onym,Туманность Андромеды,1,113,0.0005896226415094339,0.0,Нейтр/Космос
Разрез,onym,Туманность Андромеды,1,142,0.0,0.0,Нейтр/Космос
Взрыв,onym,Туманность Андромеды,1,143,0.0,0.0,Нейтр/Космос
Катастрофа,onym,Туманность Андромеды,1,144,0.0005896226415094339,0.0,Нейтр/Космос
Река,onym,Туманность Андромеды,1,144,0.0005896226415094339,0.0,Нейтр/Космос
Окном,onym,Туманность Андромеды,1,145,0.0,0.0,Нейтр/Космос
Ковыль,onym,Туманность Андромеды,1,146,0.0,0.0,Нейтр/Космос
Полоска,onym,Туманность Андромеды,1,147,0.0011792452830188679,0.0,Нейтр/Космос
Иртыша,onym,Туманность Андромеды,1,147,0.0011792452830188679,0.0,Нейтр/Космос
Обью,onym,Туманность Андромеды,1,147,0.0011792452830188679,0.0,Нейтр/Космос
Винтолет,onym,Туманность Андромеды,1,148,0.0,0.0,Нейтр/Космос
Ведой,onym,Туманность Андромеды,1,149,0.0,0.0,Нейтр/Космос
Господин,onym,Туманность Андромеды,1,150,0.0005896226415094339,0.0,Нейтр/Космос
Темнота,onym,Туманность Андромеды,1,150,0.0005896226415094339,0.0,Нейтр/Космос
Ветром,onym,Туманность Андромеды,1,151,0.0,0.0,Нейтр/Космос
Платок,onym,Туманность Андромеды,1,152,0.0,0.0,Нейтр/Космос
Просторы,onym,Туманность Андромеды,1,427,0.0005896226415094339,0.0,Нейтр/Космос
Множество,onym,Час Быка,1,427,0.001768867924528302,1.3218678688707074e-05,Нейтр/Космос
Египте,onym,Туманность Андромеды,1,153,0.001768867924528302,0.0,Нейтр/Космос
Ассирии,onym,Туманность Андромеды,1,153,0.001768867924528302,0.0,Нейтр/Космос
Вавилонии,onym,Туманность Андромеды,1,153,0.001768867924528302,0.0,Нейтр/Космос
Женщины,onym,Час Быка,1,153,0.001768867924528302,0.0,Нейтр/Космос
Воля,onym,Туманность Андромеды,1,154,0.0,0.0,Нейтр/Космос
Революции,onym,Туманность Андромеды,1,548,0.0005896226415094339,0.0,Нейтр/Космос
Пламя,onym,Час Быка,1,548,0.0029481132075471696,6.261479378861246e-06,Нейтр/Космос
Сопя,onym,Туманность Андромеды,1,548,0.0005896226415094339,0.0,Нейтр/Космос
Великан,onym,Туманность Андромеды,1,155,0.0005896226415094339,0.0,Нейтр/Космос
Бык,onym,Туманность Андромеды,1,155,0.0005896226415094339,0.0,Нейтр/Космос
Крышка,onym,Туманность Андромеды,1,156,0.0,0.0,Нейтр/Космос
Путешественники,onym,Час Быка,1,654,0.0023584905660377358,5.565759447876663e-06,Нейтр/Космос
Вершина,onym,Туманность Андромеды,1,654,0.0005896226415094339,0.0,Нейтр/Космос
Секунду,onym,Туманность Андромеды,1,157,0.0005896226415094339,0.0,Нейтр/Космос
Тон,onym,Туманность Андромеды,1,157,0.0005896226415094339,0.0,Нейтр/Космос
Работа,onym,Туманность Андромеды,1,158,0.0,0.0,Нейтр/Космос
Сицилии,onym,Туманность Андромеды,1,159,0.003537735849056604,0.0,Нейтр/Космос
Дворце,onym,Туманность Андромеды,1,159,0.003537735849056604,0.0,Нейтр/Космос
Атлантиды,onym,Туманность Андромеды,1,159,0.003537735849056604,0.0,Нейтр/Космос
Средиземноморья,onym,Туманность Андромеды,1,159,0.003537735849056604,0.0,Нейтр/Космос
Индии,onym,Час Быка,1,159,0.004127358490566038,4.174319585907498e-06,Нейтр/Космос
Поиски,onym,Туманность Андромеды,1,159,0.003537735849056604,0.0,Нейтр/Космос
Крито,onym,Туманность Андромеды,1,159,0.003537735849056604,0.0,Нейтр/Космос
Индию,onym,Туманность Андромеды,1,160,0.0023584905660377358,0.0,Нейтр/Космос
Китая,onym,Час Быка,1,160,0.0023584905660377358,0.0,Нейтр/Космос
Карфагена,onym,Туманность Андромеды,1,160,0.0023584905660377358,0.0,Нейтр/Космос
Греции,onym,Туманность Андромеды,1,160,0.0023584905660377358,0.0,Нейтр/Космос
Рима,onym,Туманность Андромеды,1,160,0.0023584905660377358,0.0,Нейтр/Космос
Светильники,onym,Туманность Андромеды,1,161,0.0011792452830188679,0.0,Нейтр/Космос
Гул,onym,Туманность Андромеды,1,161,0.0011792452830188679,0.0,Нейтр/Космос
Контуры,onym,Туманность Андромеды,1,161,0.0011792452830188679,0.0,Нейтр/Космос
Двери,onym,Туманность Андромеды,1,162,0.0,0.0,Нейтр/Космос
Победитель,onym,Туманность Андромеды,1,163,0.0005896226415094339,0.0,Нейтр/Космос
Трепещу,onym,Туманность Андромеды,1,163,0.0005896226415094339,0.0,Нейтр/Космос
Цилиндр,onym,Туманность Андромеды,1,164,0.0,0.0,Нейтр/Космос
Желтолицый,onym,Туманность Андромеды,1,165,0.0011792452830188679,0.0,Нейтр/Космос
Ляо,onym,Туманность Андромеды,1,165,0.0011792452830188679,0.0,Нейтр/Космос
Лан,onym,Туманность Андромеды,1,165,0.0011792452830188679,0.0,Нейтр/Космос
Память,onym,Туманность Андромеды,1,166,0.0,0.0,Нейтр/Космос
Скелеты,onym,Туманность Андромеды,1,167,0.0,0.0,Нейтр/Космос
Движение,onym,Сердце Змеи,1,546,0.0005896226415094339,0.0,Нейтр/Космос
Череп,onym,Туманность Андромеды,1,168,0.0005896226415094339,0.0,Нейтр/Космос
Крыша,onym,Туманность Андромеды,1,168,0.0005896226415094339,0.0,Нейтр/Космос
Увеличение,onym,Туманность Андромеды,1,169,0.0,0.0,Нейтр/Космос
База,onym,Туманность Андромеды,1,170,0.0011792452830188679,0.0,Нейтр/Космос
Тром,onym,Туманность Андромеды,1,170,0.0011792452830188679,0.0,Нейтр/Космос
Юган,onym,Туманность Андромеды,1,170,0.0011792452830188679,0.0,Нейтр/Космос
Потолок,onym,Туманность Андромеды,1,171,0.0,0.0,Нейтр/Космос
Молоко,onym,Туманность Андромеды,1,172,0.0005896226415094339,0.0,Нейтр/Космос
Перегон,onym,Туманность Андромеды,1,172,0.001768867924528302,2.087159792953749e-06,Нейтр/Космос
Юноша,onym,Час Быка,1,172,0.001768867924528302,2.087159792953749e-06,Нейтр/Космос
Помещение,onym,Туманность Андромеды,1,172,0.0011792452830188679,0.0,Нейтр/Космос
Миико,onym,Туманность Андромеды,1,173,0.0011792452830188679,0.0,Нейтр/Космос
Эйгоро,onym,Туманность Андромеды,1,173,0.0011792452830188679,0.0,Нейтр/Космос
Лана,onym,Туманность Андромеды,1,173,0.0011792452830188679,0.0,Нейтр/Космос
Степь,onym,Туманность Андромеды,1,174,0.0,0.0,Нейтр/Космос
Поневоле,onym,Туманность Андромеды,1,175,0.0,0.0,Нейтр/Космос
Едемте,onym,Туманность Андромеды,1,176,0.0,0.0,Нейтр/Космос
Летчик,onym,Туманность Андромеды,1,177,0.0,0.0,Нейтр/Космос
Конь,onym,Туманность Андромеды,1,178,0.0005896226415094339,0.0,Нейтр/Космос
Море,onym,Туманность Андромеды,1,178,0.0005896226415094339,0.0,Нейтр/Космос
Печаль,onym,Туманность Андромеды,1,179,0.0,0.0,Нейтр/Космос
Янагихара,onym,Туманность Андромеды,1,180,0.0,0.0,Нейтр/Космос
Минуту,onym,Туманность Андромеды,1,181,0.0011792452830188679,0.0,Нейтр/Космос
Художник,onym,Час Быка,1,181,0.0011792452830188679,0.0,Нейтр/Космос
Сахара,onym,Туманность Андромеды,1,181,0.0011792452830188679,0.0,Нейтр/Космос
Плоты,onym,Туманность Андромеды,1,182,0.0005896226415094339,0.0,Нейтр/Космос
Изломы,onym,Туманность Андромеды,1,182,0.0005896226415094339,0.0,Нейтр/Космос
Пловцы,onym,Туманность Андромеды,1,183,0.0,0.0,Нейтр/Космос
Статуя,onym,Туманность Андромеды,1,184,0.0,0.0,Нейтр/Космос
Рен,onym,Час Быка,1,44,0.005306603773584905,0.0009406133466911561,Нейтр/Космос
Бозом,onym,Туманность Андромеды,1,44,0.001768867924528302,0.0,Нейтр/Космос
Боз,onym,Туманность Андромеды,1,44,0.001768867924528302,0.0,Нейтр/Космос
Физик,onym,Туманность Андромеды,1,44,0.001768867924528302,0.0,Нейтр/Космос
Плывет,onym,Туманность Андромеды,1,185,0.0,0.0,Нейтр/Космос
Видение,onym,Туманность Андромеды,1,186,0.0,0.0,Нейтр/Космос
Встреча,onym,Туманность Андромеды,1,187,0.0023584905660377358,0.0,Нейтр/Космос
Мвеном,onym,Туманность Андромеды,1,187,0.0023584905660377358,0.0,Земля
Масом,onym,Туманность Андромеды,1,187,0.0023584905660377358,0.0,Земля
Опыт,onym,Туманность Андромеды,1,187,0.003537735849056604,2.087159792953749e-06,Нейтр/Космос
Громадность,onym,Туманность Андромеды,1,187,0.003537735849056604,2.087159792953749e-06,Нейтр/Космос
Антарктиде,onym,Туманность Андромеды,1,187,0.001768867924528302,0.0,Нейтр/Космос
Ощущение,onym,Туманность Андромеды,1,187,0.001768867924528302,0.0,Нейтр/Космос
Песня,onym,Туманность Андромеды,1,188,0.0011792452830188679,0.0,Нейтр/Космос
Эвду,onym,Туманность Андромеды,1,188,0.0011792452830188679,0.0,Нейтр/Космос
Эвды,onym,Туманность Андромеды,1,188,0.0011792452830188679,0.0,Нейтр/Космос
Чара,onym,Туманность Андромеды,1,189,0.001768867924528302,0.0,Земля
Нанди,onym,Туманность Андромеды,1,189,0.001768867924528302,0.0,Земля
Карта,onym,Туманность Андромеды,1,189,0.001768867924528302,0.0,Нейтр/Космос
Сана,onym,Туманность Андромеды,1,189,0.001768867924528302,0.0,Нейтр/Космос
Эвдой,onym,Туманность Андромеды,1,190,0.0005896226415094339,0.0,Нейтр/Космос
Углы,onym,Туманность Андромеды,1,190,0.0005896226415094339,0.0,Нейтр/Космос
Горя,onym,Час Быка,1,191,0.003537735849056604,0.008279067178716536,Нейтр/Космос
Радости,onym,Час Быка,1,191,0.003537735849056604,0.008279067178716536,Нейтр/Космос
Чары,onym,Туманность Андромеды,1,191,0.001768867924528302,0.016530421513515522,Нейтр/Космос
Боза,onym,Час Быка,1,44,0.004127358490566038,0.016670840986252575,Нейтр/Космос
Находка,onym,Туманность Андромеды,1,192,0.0011792452830188679,0.0,Нейтр/Космос
Карт,onym,Туманность Андромеды,1,192,0.0011792452830188679,0.0,Нейтр/Космос
Сан,onym,Туманность Андромеды,1,192,0.0011792452830188679,0.0,Нейтр/Космос
Дочь,onym,Туманность Андромеды,1,193,0.0011792452830188679,0.0,Нейтр/Космос
Гондваны,onym,Туманность Андромеды,1,193,0.0011792452830188679,0.0,Нейтр/Космос
Красота,onym,Туманность Андромеды,1,193,0.0011792452830188679,0.0,Нейтр/Космос
Тетиса,onym,Туманность Андромеды,1,194,0.003537735849056604,0.0,Нейтр/Космос
Крита,onym,Туманность Андромеды,1,194,0.004127358490566038,1.159533218307638e-07,Нейтр/Космос
Двуречья,onym,Туманность Андромеды,1,194,0.004127358490566038,1.159533218307638e-07,Нейтр/Космос
Полинезии,onym,Туманность Андромеды,1,194,0.004127358490566038,1.159533218307638e-07,Нейтр/Космос
Афродите,onym,Туманность Андромеды,1,194,0.004127358490566038,1.159533218307638e-07,Нейтр/Космос
Афродита,onym,Туманность Андромеды,1,194,0.0047169811320754715,1.3914398619691658e-06,Нейтр/Космос
Анадиомена,onym,Туманность Андромеды,1,194,0.0047169811320754715,1.3914398619691658e-06,Нейтр/Космос
Богиня,onym,Туманность Андромеды,1,194,0.004127358490566038,9.276265746461104e-07,Нейтр/Космос
Твердый,onym,Туманность Андромеды,1,194,0.001768867924528302,0.0,Нейтр/Космос
Путь,onym,Сердце Змеи,1,44,0.0011792452830188679,0.00023515333667278903,Нейтр/Космос
Атлантике,onym,Туманность Андромеды,1,195,0.0011792452830188679,0.0,Нейтр/Космос
Азор,onym,Туманность Андромеды,1,195,0.0011792452830188679,0.0,Нейтр/Космос
Винт,onym,Туманность Андромеды,1,195,0.001768867924528302,1.3914398619691658e-06,Нейтр/Космос
Вал,onym,Туманность Андромеды,1,195,0.0005896226415094339,0.0,Нейтр/Космос
Вера,onym,Туманность Андромеды,1,196,0.0,0.0,Нейтр/Космос
Гондвана,onym,Туманность Андромеды,1,197,0.0005896226415094339,0.0,Нейтр/Космос
Картина,onym,Туманность Андромеды,1,197,0.0011792452830188679,6.957199309845829e-07,Нейтр/Космос
Половина,onym,Туманность Андромеды,1,197,0.0005896226415094339,0.0,Нейтр/Космос
Дворец,onym,Туманность Андромеды,1,198,0.0005896226415094339,0.0,Нейтр/Космос
Позу,onym,Туманность Андромеды,1,198,0.0005896226415094339,0.0,Нейтр/Космос
Гаснут,onym,Туманность Андромеды,1,52,0.0005896226415094339,0.0,Нейтр/Космос
Мысли,onym,Час Быка,1,52,0.0023584905660377358,9.044359102799578e-06,Нейтр/Космос
Шерлисом,onym,Туманность Андромеды,1,199,0.001768867924528302,0.0,Нейтр/Космос
Фрит,onym,Туманность Андромеды,1,199,0.001768867924528302,0.0,Нейтр/Космос
Дон,onym,Туманность Андромеды,1,199,0.001768867924528302,0.0,Нейтр/Космос
Лодка,onym,Туманность Андромеды,1,199,0.0023584905660377358,2.087159792953749e-06,Нейтр/Космос
Участок,onym,Туманность Андромеды,1,199,0.0005896226415094339,0.0,Нейтр/Космос
Гейзенберг,onym,Туманность Андромеды,1,200,0.0,0.0,Нейтр/Космос
Ого,onym,Туманность Андромеды,1,201,0.0,0.0,Нейтр/Космос
Переход,onym,Час Быка,1,3,0.0005896226415094339,0.0,Нейтр/Космос
Кора,onym,Туманность Андромеды,1,202,0.0005896226415094339,0.0,Нейтр/Космос
Юлла,onym,Туманность Андромеды,1,202,0.0005896226415094339,0.0,Нейтр/Космос
Аппаратов,onym,Туманность Андромеды,1,203,0.0,0.0,Нейтр/Космос
Пространство,onym,Туманность Андромеды,1,204,0.0,0.0,Нейтр/Космос
Повесть,onym,Туманность Андромеды,1,205,0.0005896226415094339,0.0,Нейтр/Космос
География,onym,Туманность Андромеды,1,205,0.0005896226415094339,0.0,Нейтр/Космос
Постройки,onym,Туманность Андромеды,1,206,0.0011792452830188679,0.0,Нейтр/Космос
Луне,onym,Туманность Андромеды,1,206,0.0011792452830188679,0.0,Нейтр/Космос
Человечеству,onym,Туманность Андромеды,1,206,0.0011792452830188679,0.0,Нейтр/Космос
Реном,onym,Туманность Андромеды,1,207,0.0,0.0,Нейтр/Космос
Легенда,onym,Туманность Андромеды,1,214,0.0011792452830188679,0.0,Нейтр/Космос
Солнц,onym,Час Быка,1,214,0.001768867924528302,0.0013900484221071967,Нейтр/Космос
Жива,onym,Туманность Андромеды,1,214,0.0023584905660377358,0.0018422663772471755,Нейтр/Космос
Дыхание,onym,Туманность Андромеды,1,214,0.001768867924528302,3.130739689430623e-06,Нейтр/Космос
Сердце,onym,Сердце Змеи,1,214,0.005306603773584905,0.0025133655528963594,Нейтр/Космос
Сознание,onym,Час Быка,1,214,0.0011792452830188679,0.0,Нейтр/Космос
Токов,onym,Туманность Андромеды,1,208,0.0011792452830188679,0.0,Нейтр/Космос
Поражение,onym,Туманность Андромеды,1,208,0.0011792452830188679,0.0,Нейтр/Космос
Скафандр,onym,Час Быка,1,208,0.001768867924528302,1.3914398619691658e-06,Нейтр/Космос
Ритм,onym,Туманность Андромеды,1,209,0.0,0.0,Нейтр/Космос
Лумы,onym,Туманность Андромеды,1,210,0.0005896226415094339,0.0,Нейтр/Космос
Тала,onym,Туманность Андромеды,1,210,0.0005896226415094339,0.0,Нейтр/Космос
Организм,onym,Туманность Андромеды,1,211,0.0,0.0,Нейтр/Космос
Ускорение,onym,Туманность Андромеды,1,212,0.0005896226415094339,0.0,Нейтр/Космос
Рычаги,onym,Туманность Андромеды,1,212,0.0005896226415094339,0.0,Нейтр/Космос
Атмосфера,onym,Сердце Змеи,1,213,0.0011792452830188679,0.0,Нейтр/Космос
Звезды,onym,Туманность Андромеды,1,213,0.0011792452830188679,0.0,Нейтр/Космос
Запел,onym,Туманность Андромеды,1,213,0.0011792452830188679,0.0,Нейтр/Космос
Расстояние,onym,Туманность Андромеды,1,214,0.0005896226415094339,0.0,Нейтр/Космос
Радость,onym,Час Быка,1,214,0.0023584905660377358,0.0011667223242611455,Нейтр/Космос
Ионе,onym,Туманность Андромеды,1,214,0.001768867924528302,0.0004689152334836089,Нейтр/Космос
Тело,onym,Туманность Андромеды,1,214,0.0011792452830188679,0.0,Нейтр/Космос
Ковер,onym,Туманность Андромеды,1,214,0.0011792452830188679,0.0,Нейтр/Космос
Хиссом,onym,Туманность Андромеды,1,215,0.0,0.0,Нейтр/Космос
Фильмы,onym,Туманность Андромеды,1,216,0.0005896226415094339,0.0,Нейтр/Космос
Тзвезды,onym,Туманность Андромеды,1,216,0.0005896226415094339,0.0,Нейтр/Космос
Скупая,onym,Туманность Андромеды,1,654,0.0005896226415094339,0.0,Нейтр/Космос
Усилители,onym,Сердце Змеи,1,654,0.0011792452830188679,5.565759447876663e-06,Нейтр/Космос
Шар,onym,Туманность Андромеды,1,217,0.0,0.0,Нейтр/Космос
Счетчики,onym,Туманность Андромеды,1,218,0.0,0.0,Нейтр/Космос
Стереотелескопы,onym,Туманность Андромеды,1,219,0.0,0.0,Нейтр/Космос
Марс,onym,Туманность Андромеды,1,220,0.0,0.0,Нейтр/Космос
Песок,onym,Туманность Андромеды,1,221,0.0005896226415094339,0.0,Нейтр/Космос
Цепи,onym,Туманность Андромеды,1,221,0.0005896226415094339,0.0,Нейтр/Космос
Севера,onym,Туманность Андромеды,1,222,0.0005896226415094339,0.0,Нейтр/Космос
Летом,onym,Туманность Андромеды,1,222,0.0005896226415094339,0.0,Нейтр/Космос
Эону,onym,Туманность Андромеды,1,223,0.0005896226415094339,0.0,Нейтр/Космос
Талу,onym,Туманность Андромеды,1,223,0.0005896226415094339,0.0,Нейтр/Космос
Продолжение,onym,Час Быка,1,224,0.0,0.0,Нейтр/Космос
Полет,onym,Туманность Андромеды,1,225,0.0,0.0,Нейтр/Космос
Лумой,onym,Туманность Андромеды,1,226,0.0,0.0,Нейтр/Космос
Подсознание,onym,Туманность Андромеды,1,227,0.0,0.0,Нейтр/Космос
Понимание,onym,Туманность Андромеды,1,228,0.0,0.0,Нейтр/Космос
Страдание,onym,Туманность Андромеды,1,229,0.0,0.0,Нейтр/Космос
Голоса,onym,Туманность Андромеды,1,230,0.0,0.0,Нейтр/Космос
Возвращение,onym,Туманность Андромеды,1,231,0.0011792452830188679,0.0,Нейтр/Космос
Хеба,onym,Туманность Андромеды,1,231,0.001768867924528302,6.957199309845829e-07,Нейтр/Космос
Ура,onym,Туманность Андромеды,1,231,0.001768867924528302,6.957199309845829e-07,Нейтр/Космос
Предложение,onym,Туманность Андромеды,1,231,0.001768867924528302,2.087159792953749e-06,Нейтр/Космос
Хеб,onym,Туманность Андромеды,1,231,0.0005896226415094339,0.0,Нейтр/Космос
Сириус,onym,Сердце Змеи,1,85,0.007075471698113208,0.0007014596204152057,Нейтр/Космос
Хебом,onym,Туманность Андромеды,1,85,0.001768867924528302,0.00011722880837090222,Нейтр/Космос
Уром,onym,Туманность Андромеды,1,85,0.001768867924528302,0.00011722880837090222,Нейтр/Космос
Эргом,onym,Туманность Андромеды,1,85,0.0011792452830188679,0.0,Земля
Спутник,onym,Туманность Андромеды,1,232,0.0,0.0,Нейтр/Космос
Ганимеду,onym,Туманность Андромеды,1,233,0.0011792452830188679,0.0,Нейтр/Космос
Каллисто,onym,Туманность Андромеды,1,233,0.0011792452830188679,0.0,Нейтр/Космос
Меркурий,onym,Туманность Андромеды,1,233,0.0011792452830188679,0.0,Нейтр/Космос
Опасность,onym,Туманность Андромеды,1,234,0.0,0.0,Нейтр/Космос
Венера,onym,Туманность Андромеды,1,235,0.0011792452830188679,0.0,Нейтр/Космос
Пребывание,onym,Туманность Андромеды,1,235,0.0011792452830188679,0.0,Нейтр/Космос
Лаборатории,onym,Туманность Андромеды,1,235,0.0011792452830188679,0.0,Нейтр/Космос
Нептуном,onym,Туманность Андромеды,1,236,0.0,0.0,Нейтр/Космос
Здешние,onym,Туманность Андромеды,1,237,0.0011792452830188679,0.0,Нейтр/Космос
Грим,onym,Туманность Андромеды,1,237,0.0011792452830188679,0.0,Нейтр/Космос
Шара,onym,Туманность Андромеды,1,237,0.0011792452830188679,0.0,Нейтр/Космос
Чувство,onym,Час Быка,1,238,0.0,0.0,Нейтр/Космос
Плутоне,onym,Туманность Андромеды,1,239,0.0005896226415094339,0.0,Нейтр/Космос
Плутона,onym,Туманность Андромеды,1,239,0.0011792452830188679,1.3914398619691658e-06,Нейтр/Космос
Загадка,onym,Туманность Андромеды,1,239,0.0011792452830188679,1.3914398619691658e-06,Нейтр/Космос
Галактику,onym,Туманность Андромеды,1,239,0.0005896226415094339,0.0,Нейтр/Космос
Карантин,onym,Туманность Андромеды,1,240,0.0005896226415094339,0.0,Нейтр/Космос
Противоречие,onym,Туманность Андромеды,1,240,0.0005896226415094339,0.0,Нейтр/Космос
Фаэтона,onym,Туманность Андромеды,1,241,0.0011792452830188679,0.0,Нейтр/Космос
Марсом,onym,Туманность Андромеды,1,241,0.0011792452830188679,0.0,Нейтр/Космос
Юпитером,onym,Туманность Андромеды,1,241,0.0011792452830188679,0.0,Нейтр/Космос
Композиторы,onym,Туманность Андромеды,1,242,0.0023584905660377358,0.0,Нейтр/Космос
Амата,onym,Час Быка,1,242,0.003537735849056604,8.696499137307286e-07,Нейтр/Космос
Космос,onym,Туманность Андромеды,1,242,0.003537735849056604,8.696499137307286e-07,Нейтр/Космос
Станции,onym,Туманность Андромеды,1,242,0.003537735849056604,8.696499137307286e-07,Нейтр/Космос
Венере,onym,Туманность Андромеды,1,242,0.003537735849056604,8.696499137307286e-07,Нейтр/Космос
Эль,onym,Туманность Андромеды,1,242,0.0047169811320754715,5.217899482384372e-06,Нейтр/Космос
Хомру,onym,Туманность Андромеды,1,242,0.0047169811320754715,5.217899482384372e-06,Нейтр/Космос
Симфония,onym,Туманность Андромеды,1,242,0.0023584905660377358,0.0,Нейтр/Космос
Минор,onym,Туманность Андромеды,1,242,0.0023584905660377358,0.0,Нейтр/Космос
Пластины,onym,Туманность Андромеды,1,242,0.0023584905660377358,0.0,Нейтр/Космос
Определение,onym,Туманность Андромеды,1,243,0.0,0.0,Нейтр/Космос
Историк,onym,Час Быка,1,44,0.003537735849056604,0.00023515333667278903,Нейтр/Космос
Рассказ,onym,Туманность Андромеды,1,44,0.0005896226415094339,0.0,Нейтр/Космос
Художнику,onym,Туманность Андромеды,1,244,0.0,0.0,Нейтр/Космос
Эроса,onym,Час Быка,1,245,0.0005896226415094339,0.0,Нейтр/Космос
Чару,onym,Туманность Андромеды,1,245,0.0005896226415094339,0.0,Нейтр/Космос
Системы,onym,Туманность Андромеды,1,246,0.0005896226415094339,0.0,Нейтр/Космос
Час,onym,Час Быка,1,246,0.0005896226415094339,0.0,Нейтр/Космос
Гитара,onym,Туманность Андромеды,1,247,0.0011792452830188679,0.0,Нейтр/Космос
Попробую,onym,Туманность Андромеды,1,247,0.0011792452830188679,0.0,Нейтр/Космос
Шерлис,onym,Туманность Андромеды,1,247,0.0011792452830188679,0.0,Нейтр/Космос
Дуэт,onym,Туманность Андромеды,1,248,0.0,0.0,Нейтр/Космос
Чаре,onym,Туманность Андромеды,1,249,0.0,0.0,Нейтр/Космос
Раскаты,onym,Туманность Андромеды,1,250,0.0005896226415094339,0.0,Нейтр/Космос
Мелодия,onym,Туманность Андромеды,1,250,0.0005896226415094339,0.0,Нейтр/Космос
Комнату,onym,Туманность Андромеды,1,251,0.0,0.0,Нейтр/Космос
Города,onym,Туманность Андромеды,1,252,0.0,0.0,Нейтр/Космос
Сторонники,onym,Туманность Андромеды,1,253,0.0,0.0,Нейтр/Космос
Массивы,onym,Туманность Андромеды,1,254,0.0005896226415094339,0.0,Земля
Улицы,onym,Туманность Андромеды,1,254,0.0005896226415094339,0.0,Нейтр/Космос
Проект,onym,Туманность Андромеды,1,255,0.0005896226415094339,0.0,Нейтр/Космос
Книга,onym,Туманность Андромеды,1,255,0.0005896226415094339,0.0,Нейтр/Космос
Задержка,onym,Туманность Андромеды,1,256,0.0005896226415094339,0.0,Нейтр/Космос
Потерь,onym,Туманность Андромеды,1,256,0.0005896226415094339,0.0,Нейтр/Космос
Следы,onym,Туманность Андромеды,1,257,0.0,0.0,Нейтр/Космос
Чарой,onym,Туманность Андромеды,1,258,0.0,0.0,Нейтр/Космос
Меркурия,onym,Сердце Змеи,1,259,0.0005896226415094339,0.0,Нейтр/Космос
Сибири,onym,Туманность Андромеды,1,259,0.0011792452830188679,1.3914398619691658e-06,Нейтр/Космос
Тибет,onym,Туманность Андромеды,1,259,0.0011792452830188679,1.3914398619691658e-06,Нейтр/Космос
Домом,onym,Туманность Андромеды,1,259,0.0005896226415094339,0.0,Нейтр/Космос
Глухо,onym,Туманность Андромеды,1,260,0.0,0.0,Нейтр/Космос
